"","Altitude","Forest.Cover","Forest.Density","Broadleaf.Trees","E2.Layer","E2.Confiers","E1.Layer","E1Height","Slope","Rocks","Exposition","Species","Count","Site"
"18.29",1330,2,2,"1",1,3,6,2,7,"no","cold","Alauda.arvensis",4,18
"19.29",860,2,2,"1",1,3,8,2,5,"no","cold","Alauda.arvensis",0,19
"20.29",1285,3,2,"2",1,2,7,2,6,"no","warm","Alauda.arvensis",0,20
"21.29",1330,1,1,"1",1,4,8,1,6,"yes","warm","Alauda.arvensis",2,21
"22.29",885,4,2,"1",2,3,7,3,6,"no","cold","Alauda.arvensis",0,22
"23.29",1025,4,2,"2",0,0,4,1,5,"no","cold","Alauda.arvensis",0,23
"24.29",1095,4,2,"3",0,0,8,1,6,"no","cold","Alauda.arvensis",0,24
"25.29",1155,2,2,"2",1,2,6,2,4,"no","cold","Alauda.arvensis",0,25
"26.29",1190,3,2,"2",2,2,5,2,7,"no","cold","Alauda.arvensis",0,26
"27.29",1295,2,2,"0",2,4,6,2,6,"no","cold","Alauda.arvensis",2,27
"28.29",930,4,2,"4",1,0,6,2,8,"no","cold","Alauda.arvensis",0,28
"29.29",1000,3,2,"4",1,0,9,4,7,"no","cold","Alauda.arvensis",0,29
"30.29",1090,4,1,"2",3,4,9,3,5,"no","cold","Alauda.arvensis",0,30
"31.29",1180,2,2,"2",2,2,4,1,3,"no","cold","Alauda.arvensis",0,31
"32.29",1175,3,2,"4",3,0,8,2,4,"no","warm","Alauda.arvensis",0,32
"33.29",1170,4,2,"4",2,0,8,2,8,"no","warm","Alauda.arvensis",0,33
"34.29",1190,4,2,"4",3,0,9,2,9,"no","warm","Alauda.arvensis",0,34
"35.29",910,4,2,"4",0,0,7,2,8,"no","cold","Alauda.arvensis",0,35
"36.29",1050,4,3,"2",0,0,8,2,4,"no","cold","Alauda.arvensis",0,36
"37.29",1035,4,1,"3",3,2,9,3,4,"no","warm","Alauda.arvensis",0,37
"38.29",1010,2,1,"4",3,0,9,3,9,"no","warm","Alauda.arvensis",0,38
"39.29",1135,4,2,"4",3,0,9,3,9,"no","cold","Alauda.arvensis",0,39
"40.29",1190,4,2,"4",1,0,9,3,9,"no","warm","Alauda.arvensis",0,40
"41.29",910,4,2,"4",0,0,6,2,9,"no","warm","Alauda.arvensis",0,41
"42.29",1050,4,2,"3",0,0,9,2,7,"no","warm","Alauda.arvensis",0,42
"43.29",1045,1,2,"4",3,1,9,2,8,"no","warm","Alauda.arvensis",0,43
"1.30",860,4,3,"2",2,2,3,1,8,"no","cold","Ficedula.parva",0,1
"2.30",1010,4,3,"2",0,0,1,1,5,"yes","cold","Ficedula.parva",0,2
"3.30",1070,4,2,"2",2,2,4,1,8,"no","cold","Ficedula.parva",0,3
"4.30",1050,4,2,"2",2,2,3,1,9,"no","cold","Ficedula.parva",0,4
"5.30",1030,4,2,"2",2,2,6,1,7,"no","cold","Ficedula.parva",0,5
"6.30",880,4,1,"2",2,2,5,2,9,"yes","cold","Ficedula.parva",0,6
"7.30",1035,4,3,"2",2,0,1,1,6,"yes","cold","Ficedula.parva",0,7
"8.30",1130,4,2,"2",2,2,4,1,1,"no","cold","Ficedula.parva",0,8
"9.30",1090,2,2,"3",2,0,8,1,6,"no","cold","Ficedula.parva",0,9
"10.30",1105,2,2,"4",3,2,9,2,6,"no","cold","Ficedula.parva",0,10
"11.30",1240,4,1,"2",1,4,8,2,6,"yes","cold","Ficedula.parva",0,11
"12.30",1235,4,1,"2",3,2,9,3,7,"no","cold","Ficedula.parva",0,12
"13.30",1220,3,2,"4",0,0,9,2,6,"no","cold","Ficedula.parva",0,13
"14.30",1180,0,0,"0",3,1,8,3,7,"no","cold","Ficedula.parva",0,14
"15.30",1275,3,2,"2",3,2,8,1,5,"yes","warm","Ficedula.parva",0,15
"16.30",1315,2,2,"0",0,0,9,1,5,"yes","warm","Ficedula.parva",0,16
"17.30",1275,4,2,"2",2,2,8,2,6,"no","cold","Ficedula.parva",0,17
"18.30",1330,2,2,"1",1,3,6,2,7,"no","cold","Ficedula.parva",0,18
"19.30",860,2,2,"1",1,3,8,2,5,"no","cold","Ficedula.parva",0,19
"20.30",1285,3,2,"2",1,2,7,2,6,"no","warm","Ficedula.parva",0,20
"21.30",1330,1,1,"1",1,4,8,1,6,"yes","warm","Ficedula.parva",0,21
"22.30",885,4,2,"1",2,3,7,3,6,"no","cold","Ficedula.parva",0,22
"23.30",1025,4,2,"2",0,0,4,1,5,"no","cold","Ficedula.parva",0,23
"24.30",1095,4,2,"3",0,0,8,1,6,"no","cold","Ficedula.parva",0,24
"25.30",1155,2,2,"2",1,2,6,2,4,"no","cold","Ficedula.parva",0,25
"26.30",1190,3,2,"2",2,2,5,2,7,"no","cold","Ficedula.parva",0,26
"27.30",1295,2,2,"0",2,4,6,2,6,"no","cold","Ficedula.parva",0,27
"28.30",930,4,2,"4",1,0,6,2,8,"no","cold","Ficedula.parva",0,28
"29.30",1000,3,2,"4",1,0,9,4,7,"no","cold","Ficedula.parva",0,29
"30.30",1090,4,1,"2",3,4,9,3,5,"no","cold","Ficedula.parva",0,30
"31.30",1180,2,2,"2",2,2,4,1,3,"no","cold","Ficedula.parva",0,31
"32.30",1175,3,2,"4",3,0,8,2,4,"no","warm","Ficedula.parva",0,32
"33.30",1170,4,2,"4",2,0,8,2,8,"no","warm","Ficedula.parva",0,33
"34.30",1190,4,2,"4",3,0,9,2,9,"no","warm","Ficedula.parva",0,34
"35.30",910,4,2,"4",0,0,7,2,8,"no","cold","Ficedula.parva",2,35
"36.30",1050,4,3,"2",0,0,8,2,4,"no","cold","Ficedula.parva",2,36
"37.30",1035,4,1,"3",3,2,9,3,4,"no","warm","Ficedula.parva",0,37
"38.30",1010,2,1,"4",3,0,9,3,9,"no","warm","Ficedula.parva",0,38
"39.30",1135,4,2,"4",3,0,9,3,9,"no","cold","Ficedula.parva",0,39
"40.30",1190,4,2,"4",1,0,9,3,9,"no","warm","Ficedula.parva",0,40
"41.30",910,4,2,"4",0,0,6,2,9,"no","warm","Ficedula.parva",2,41
"42.30",1050,4,2,"3",0,0,9,2,7,"no","warm","Ficedula.parva",0,42
"43.30",1045,1,2,"4",3,1,9,2,8,"no","warm","Ficedula.parva",0,43
"1.31",860,4,3,"2",2,2,3,1,8,"no","cold","Motacilla.cinerea",0,1
"2.31",1010,4,3,"2",0,0,1,1,5,"yes","cold","Motacilla.cinerea",0,2
"3.31",1070,4,2,"2",2,2,4,1,8,"no","cold","Motacilla.cinerea",0,3
"4.31",1050,4,2,"2",2,2,3,1,9,"no","cold","Motacilla.cinerea",0,4
"5.31",1030,4,2,"2",2,2,6,1,7,"no","cold","Motacilla.cinerea",2,5
"6.31",880,4,1,"2",2,2,5,2,9,"yes","cold","Motacilla.cinerea",0,6
"7.31",1035,4,3,"2",2,0,1,1,6,"yes","cold","Motacilla.cinerea",0,7
"8.31",1130,4,2,"2",2,2,4,1,1,"no","cold","Motacilla.cinerea",0,8
"9.31",1090,2,2,"3",2,0,8,1,6,"no","cold","Motacilla.cinerea",0,9
"10.31",1105,2,2,"4",3,2,9,2,6,"no","cold","Motacilla.cinerea",0,10
"11.31",1240,4,1,"2",1,4,8,2,6,"yes","cold","Motacilla.cinerea",0,11
"12.31",1235,4,1,"2",3,2,9,3,7,"no","cold","Motacilla.cinerea",0,12
"13.31",1220,3,2,"4",0,0,9,2,6,"no","cold","Motacilla.cinerea",0,13
"14.31",1180,0,0,"0",3,1,8,3,7,"no","cold","Motacilla.cinerea",0,14
"15.31",1275,3,2,"2",3,2,8,1,5,"yes","warm","Motacilla.cinerea",0,15
"16.31",1315,2,2,"0",0,0,9,1,5,"yes","warm","Motacilla.cinerea",0,16
"17.31",1275,4,2,"2",2,2,8,2,6,"no","cold","Motacilla.cinerea",0,17
"18.31",1330,2,2,"1",1,3,6,2,7,"no","cold","Motacilla.cinerea",0,18
"19.31",860,2,2,"1",1,3,8,2,5,"no","cold","Motacilla.cinerea",2,19
"20.31",1285,3,2,"2",1,2,7,2,6,"no","warm","Motacilla.cinerea",0,20
"21.31",1330,1,1,"1",1,4,8,1,6,"yes","warm","Motacilla.cinerea",0,21
"22.31",885,4,2,"1",2,3,7,3,6,"no","cold","Motacilla.cinerea",0,22
"23.31",1025,4,2,"2",0,0,4,1,5,"no","cold","Motacilla.cinerea",0,23
"24.31",1095,4,2,"3",0,0,8,1,6,"no","cold","Motacilla.cinerea",0,24
"25.31",1155,2,2,"2",1,2,6,2,4,"no","cold","Motacilla.cinerea",0,25
"26.31",1190,3,2,"2",2,2,5,2,7,"no","cold","Motacilla.cinerea",0,26
"27.31",1295,2,2,"0",2,4,6,2,6,"no","cold","Motacilla.cinerea",0,27
"28.31",930,4,2,"4",1,0,6,2,8,"no","cold","Motacilla.cinerea",0,28
"29.31",1000,3,2,"4",1,0,9,4,7,"no","cold","Motacilla.cinerea",0,29
"30.31",1090,4,1,"2",3,4,9,3,5,"no","cold","Motacilla.cinerea",0,30
"31.31",1180,2,2,"2",2,2,4,1,3,"no","cold","Motacilla.cinerea",0,31
"32.31",1175,3,2,"4",3,0,8,2,4,"no","warm","Motacilla.cinerea",0,32
"33.31",1170,4,2,"4",2,0,8,2,8,"no","warm","Motacilla.cinerea",0,33
"34.31",1190,4,2,"4",3,0,9,2,9,"no","warm","Motacilla.cinerea",0,34
"35.31",910,4,2,"4",0,0,7,2,8,"no","cold","Motacilla.cinerea",0,35
"36.31",1050,4,3,"2",0,0,8,2,4,"no","cold","Motacilla.cinerea",0,36
"37.31",1035,4,1,"3",3,2,9,3,4,"no","warm","Motacilla.cinerea",0,37
"38.31",1010,2,1,"4",3,0,9,3,9,"no","warm","Motacilla.cinerea",0,38
"39.31",1135,4,2,"4",3,0,9,3,9,"no","cold","Motacilla.cinerea",0,39
"40.31",1190,4,2,"4",1,0,9,3,9,"no","warm","Motacilla.cinerea",0,40
"41.31",910,4,2,"4",0,0,6,2,9,"no","warm","Motacilla.cinerea",1,41
"42.31",1050,4,2,"3",0,0,9,2,7,"no","warm","Motacilla.cinerea",0,42
"43.31",1045,1,2,"4",3,1,9,2,8,"no","warm","Motacilla.cinerea",0,43
"1.32",860,4,3,"2",2,2,3,1,8,"no","cold","Oriolus.oriolus",0,1
"2.32",1010,4,3,"2",0,0,1,1,5,"yes","cold","Oriolus.oriolus",0,2
"3.32",1070,4,2,"2",2,2,4,1,8,"no","cold","Oriolus.oriolus",0,3
"4.32",1050,4,2,"2",2,2,3,1,9,"no","cold","Oriolus.oriolus",0,4
"5.32",1030,4,2,"2",2,2,6,1,7,"no","cold","Oriolus.oriolus",0,5
"6.32",880,4,1,"2",2,2,5,2,9,"yes","cold","Oriolus.oriolus",0,6
"7.32",1035,4,3,"2",2,0,1,1,6,"yes","cold","Oriolus.oriolus",0,7
"8.32",1130,4,2,"2",2,2,4,1,1,"no","cold","Oriolus.oriolus",0,8
"9.32",1090,2,2,"3",2,0,8,1,6,"no","cold","Oriolus.oriolus",0,9
"10.32",1105,2,2,"4",3,2,9,2,6,"no","cold","Oriolus.oriolus",0,10
"11.32",1240,4,1,"2",1,4,8,2,6,"yes","cold","Oriolus.oriolus",0,11
"12.32",1235,4,1,"2",3,2,9,3,7,"no","cold","Oriolus.oriolus",0,12
"13.32",1220,3,2,"4",0,0,9,2,6,"no","cold","Oriolus.oriolus",0,13
"14.32",1180,0,0,"0",3,1,8,3,7,"no","cold","Oriolus.oriolus",0,14
"15.32",1275,3,2,"2",3,2,8,1,5,"yes","warm","Oriolus.oriolus",0,15
"16.32",1315,2,2,"0",0,0,9,1,5,"yes","warm","Oriolus.oriolus",0,16
"17.32",1275,4,2,"2",2,2,8,2,6,"no","cold","Oriolus.oriolus",0,17
"18.32",1330,2,2,"1",1,3,6,2,7,"no","cold","Oriolus.oriolus",0,18
"19.32",860,2,2,"1",1,3,8,2,5,"no","cold","Oriolus.oriolus",0,19
"20.32",1285,3,2,"2",1,2,7,2,6,"no","warm","Oriolus.oriolus",0,20
"21.32",1330,1,1,"1",1,4,8,1,6,"yes","warm","Oriolus.oriolus",0,21
"22.32",885,4,2,"1",2,3,7,3,6,"no","cold","Oriolus.oriolus",0,22
"23.32",1025,4,2,"2",0,0,4,1,5,"no","cold","Oriolus.oriolus",0,23
"24.32",1095,4,2,"3",0,0,8,1,6,"no","cold","Oriolus.oriolus",1,24
"25.32",1155,2,2,"2",1,2,6,2,4,"no","cold","Oriolus.oriolus",0,25
"26.32",1190,3,2,"2",2,2,5,2,7,"no","cold","Oriolus.oriolus",0,26
"27.32",1295,2,2,"0",2,4,6,2,6,"no","cold","Oriolus.oriolus",0,27
"28.32",930,4,2,"4",1,0,6,2,8,"no","cold","Oriolus.oriolus",0,28
"29.32",1000,3,2,"4",1,0,9,4,7,"no","cold","Oriolus.oriolus",0,29
"30.32",1090,4,1,"2",3,4,9,3,5,"no","cold","Oriolus.oriolus",0,30
"31.32",1180,2,2,"2",2,2,4,1,3,"no","cold","Oriolus.oriolus",0,31
"32.32",1175,3,2,"4",3,0,8,2,4,"no","warm","Oriolus.oriolus",0,32
"33.32",1170,4,2,"4",2,0,8,2,8,"no","warm","Oriolus.oriolus",0,33
"34.32",1190,4,2,"4",3,0,9,2,9,"no","warm","Oriolus.oriolus",0,34
"35.32",910,4,2,"4",0,0,7,2,8,"no","cold","Oriolus.oriolus",0,35
"36.32",1050,4,3,"2",0,0,8,2,4,"no","cold","Oriolus.oriolus",0,36
"37.32",1035,4,1,"3",3,2,9,3,4,"no","warm","Oriolus.oriolus",2,37
"38.32",1010,2,1,"4",3,0,9,3,9,"no","warm","Oriolus.oriolus",0,38
"39.32",1135,4,2,"4",3,0,9,3,9,"no","cold","Oriolus.oriolus",0,39
"40.32",1190,4,2,"4",1,0,9,3,9,"no","warm","Oriolus.oriolus",0,40
"41.32",910,4,2,"4",0,0,6,2,9,"no","warm","Oriolus.oriolus",0,41
"42.32",1050,4,2,"3",0,0,9,2,7,"no","warm","Oriolus.oriolus",1,42
"43.32",1045,1,2,"4",3,1,9,2,8,"no","warm","Oriolus.oriolus",0,43
"1.33",860,4,3,"2",2,2,3,1,8,"no","cold","Aegithalos.caudatus",0,1
"2.33",1010,4,3,"2",0,0,1,1,5,"yes","cold","Aegithalos.caudatus",0,2
"3.33",1070,4,2,"2",2,2,4,1,8,"no","cold","Aegithalos.caudatus",0,3
"4.33",1050,4,2,"2",2,2,3,1,9,"no","cold","Aegithalos.caudatus",0,4
"5.33",1030,4,2,"2",2,2,6,1,7,"no","cold","Aegithalos.caudatus",0,5
"6.33",880,4,1,"2",2,2,5,2,9,"yes","cold","Aegithalos.caudatus",0,6
"7.33",1035,4,3,"2",2,0,1,1,6,"yes","cold","Aegithalos.caudatus",0,7
"8.33",1130,4,2,"2",2,2,4,1,1,"no","cold","Aegithalos.caudatus",0,8
"9.33",1090,2,2,"3",2,0,8,1,6,"no","cold","Aegithalos.caudatus",0,9
"10.33",1105,2,2,"4",3,2,9,2,6,"no","cold","Aegithalos.caudatus",0,10
"11.33",1240,4,1,"2",1,4,8,2,6,"yes","cold","Aegithalos.caudatus",0,11
"12.33",1235,4,1,"2",3,2,9,3,7,"no","cold","Aegithalos.caudatus",0,12
"13.33",1220,3,2,"4",0,0,9,2,6,"no","cold","Aegithalos.caudatus",0,13
"14.33",1180,0,0,"0",3,1,8,3,7,"no","cold","Aegithalos.caudatus",0,14
"15.33",1275,3,2,"2",3,2,8,1,5,"yes","warm","Aegithalos.caudatus",0,15
"16.33",1315,2,2,"0",0,0,9,1,5,"yes","warm","Aegithalos.caudatus",0,16
"17.33",1275,4,2,"2",2,2,8,2,6,"no","cold","Aegithalos.caudatus",0,17
"18.33",1330,2,2,"1",1,3,6,2,7,"no","cold","Aegithalos.caudatus",0,18
"19.33",860,2,2,"1",1,3,8,2,5,"no","cold","Aegithalos.caudatus",0,19
"20.33",1285,3,2,"2",1,2,7,2,6,"no","warm","Aegithalos.caudatus",0,20
"21.33",1330,1,1,"1",1,4,8,1,6,"yes","warm","Aegithalos.caudatus",0,21
"22.33",885,4,2,"1",2,3,7,3,6,"no","cold","Aegithalos.caudatus",0,22
"23.33",1025,4,2,"2",0,0,4,1,5,"no","cold","Aegithalos.caudatus",0,23
"24.33",1095,4,2,"3",0,0,8,1,6,"no","cold","Aegithalos.caudatus",0,24
"25.33",1155,2,2,"2",1,2,6,2,4,"no","cold","Aegithalos.caudatus",0,25
"26.33",1190,3,2,"2",2,2,5,2,7,"no","cold","Aegithalos.caudatus",0,26
"27.33",1295,2,2,"0",2,4,6,2,6,"no","cold","Aegithalos.caudatus",0,27
"28.33",930,4,2,"4",1,0,6,2,8,"no","cold","Aegithalos.caudatus",0,28
"29.33",1000,3,2,"4",1,0,9,4,7,"no","cold","Aegithalos.caudatus",1,29
"30.33",1090,4,1,"2",3,4,9,3,5,"no","cold","Aegithalos.caudatus",0,30
"31.33",1180,2,2,"2",2,2,4,1,3,"no","cold","Aegithalos.caudatus",0,31
"32.33",1175,3,2,"4",3,0,8,2,4,"no","warm","Aegithalos.caudatus",0,32
"33.33",1170,4,2,"4",2,0,8,2,8,"no","warm","Aegithalos.caudatus",0,33
"34.33",1190,4,2,"4",3,0,9,2,9,"no","warm","Aegithalos.caudatus",0,34
"35.33",910,4,2,"4",0,0,7,2,8,"no","cold","Aegithalos.caudatus",0,35
"36.33",1050,4,3,"2",0,0,8,2,4,"no","cold","Aegithalos.caudatus",0,36
"37.33",1035,4,1,"3",3,2,9,3,4,"no","warm","Aegithalos.caudatus",0,37
"38.33",1010,2,1,"4",3,0,9,3,9,"no","warm","Aegithalos.caudatus",0,38
"39.33",1135,4,2,"4",3,0,9,3,9,"no","cold","Aegithalos.caudatus",0,39
"40.33",1190,4,2,"4",1,0,9,3,9,"no","warm","Aegithalos.caudatus",0,40
"41.33",910,4,2,"4",0,0,6,2,9,"no","warm","Aegithalos.caudatus",0,41
"42.33",1050,4,2,"3",0,0,9,2,7,"no","warm","Aegithalos.caudatus",1,42
"43.33",1045,1,2,"4",3,1,9,2,8,"no","warm","Aegithalos.caudatus",0,43
"1.34",860,4,3,"2",2,2,3,1,8,"no","cold","Certhia.familiaris",0,1
"2.34",1010,4,3,"2",0,0,1,1,5,"yes","cold","Certhia.familiaris",0,2
"3.34",1070,4,2,"2",2,2,4,1,8,"no","cold","Certhia.familiaris",0,3
"4.34",1050,4,2,"2",2,2,3,1,9,"no","cold","Certhia.familiaris",0,4
"5.34",1030,4,2,"2",2,2,6,1,7,"no","cold","Certhia.familiaris",0,5
"6.34",880,4,1,"2",2,2,5,2,9,"yes","cold","Certhia.familiaris",0,6
"7.34",1035,4,3,"2",2,0,1,1,6,"yes","cold","Certhia.familiaris",0,7
"8.34",1130,4,2,"2",2,2,4,1,1,"no","cold","Certhia.familiaris",0,8
"9.34",1090,2,2,"3",2,0,8,1,6,"no","cold","Certhia.familiaris",0,9
"10.34",1105,2,2,"4",3,2,9,2,6,"no","cold","Certhia.familiaris",0,10
"11.34",1240,4,1,"2",1,4,8,2,6,"yes","cold","Certhia.familiaris",0,11
"12.34",1235,4,1,"2",3,2,9,3,7,"no","cold","Certhia.familiaris",0,12
"13.34",1220,3,2,"4",0,0,9,2,6,"no","cold","Certhia.familiaris",0,13
"14.34",1180,0,0,"0",3,1,8,3,7,"no","cold","Certhia.familiaris",0,14
"15.34",1275,3,2,"2",3,2,8,1,5,"yes","warm","Certhia.familiaris",0,15
"16.34",1315,2,2,"0",0,0,9,1,5,"yes","warm","Certhia.familiaris",0,16
"17.34",1275,4,2,"2",2,2,8,2,6,"no","cold","Certhia.familiaris",2,17
"18.34",1330,2,2,"1",1,3,6,2,7,"no","cold","Certhia.familiaris",0,18
"19.34",860,2,2,"1",1,3,8,2,5,"no","cold","Certhia.familiaris",0,19
"20.34",1285,3,2,"2",1,2,7,2,6,"no","warm","Certhia.familiaris",0,20
"21.34",1330,1,1,"1",1,4,8,1,6,"yes","warm","Certhia.familiaris",0,21
"22.34",885,4,2,"1",2,3,7,3,6,"no","cold","Certhia.familiaris",0,22
"23.34",1025,4,2,"2",0,0,4,1,5,"no","cold","Certhia.familiaris",0,23
"24.34",1095,4,2,"3",0,0,8,1,6,"no","cold","Certhia.familiaris",0,24
"25.34",1155,2,2,"2",1,2,6,2,4,"no","cold","Certhia.familiaris",0,25
"26.34",1190,3,2,"2",2,2,5,2,7,"no","cold","Certhia.familiaris",0,26
"27.34",1295,2,2,"0",2,4,6,2,6,"no","cold","Certhia.familiaris",0,27
"28.34",930,4,2,"4",1,0,6,2,8,"no","cold","Certhia.familiaris",0,28
"29.34",1000,3,2,"4",1,0,9,4,7,"no","cold","Certhia.familiaris",0,29
"30.34",1090,4,1,"2",3,4,9,3,5,"no","cold","Certhia.familiaris",0,30
"31.34",1180,2,2,"2",2,2,4,1,3,"no","cold","Certhia.familiaris",0,31
"32.34",1175,3,2,"4",3,0,8,2,4,"no","warm","Certhia.familiaris",0,32
"33.34",1170,4,2,"4",2,0,8,2,8,"no","warm","Certhia.familiaris",2,33
"34.34",1190,4,2,"4",3,0,9,2,9,"no","warm","Certhia.familiaris",0,34
"35.34",910,4,2,"4",0,0,7,2,8,"no","cold","Certhia.familiaris",0,35
"36.34",1050,4,3,"2",0,0,8,2,4,"no","cold","Certhia.familiaris",0,36
"37.34",1035,4,1,"3",3,2,9,3,4,"no","warm","Certhia.familiaris",0,37
"38.34",1010,2,1,"4",3,0,9,3,9,"no","warm","Certhia.familiaris",0,38
"39.34",1135,4,2,"4",3,0,9,3,9,"no","cold","Certhia.familiaris",0,39
"40.34",1190,4,2,"4",1,0,9,3,9,"no","warm","Certhia.familiaris",0,40
"41.34",910,4,2,"4",0,0,6,2,9,"no","warm","Certhia.familiaris",0,41
"42.34",1050,4,2,"3",0,0,9,2,7,"no","warm","Certhia.familiaris",0,42
"43.34",1045,1,2,"4",3,1,9,2,8,"no","warm","Certhia.familiaris",0,43
"1.35",860,4,3,"2",2,2,3,1,8,"no","cold","Dryocopus.martius",0,1
"2.35",1010,4,3,"2",0,0,1,1,5,"yes","cold","Dryocopus.martius",0,2
"3.35",1070,4,2,"2",2,2,4,1,8,"no","cold","Dryocopus.martius",0,3
"4.35",1050,4,2,"2",2,2,3,1,9,"no","cold","Dryocopus.martius",0,4
"5.35",1030,4,2,"2",2,2,6,1,7,"no","cold","Dryocopus.martius",0,5
"6.35",880,4,1,"2",2,2,5,2,9,"yes","cold","Dryocopus.martius",0,6
"7.35",1035,4,3,"2",2,0,1,1,6,"yes","cold","Dryocopus.martius",0,7
"8.35",1130,4,2,"2",2,2,4,1,1,"no","cold","Dryocopus.martius",0,8
"9.35",1090,2,2,"3",2,0,8,1,6,"no","cold","Dryocopus.martius",1,9
"10.35",1105,2,2,"4",3,2,9,2,6,"no","cold","Dryocopus.martius",0,10
"11.35",1240,4,1,"2",1,4,8,2,6,"yes","cold","Dryocopus.martius",0,11
"12.35",1235,4,1,"2",3,2,9,3,7,"no","cold","Dryocopus.martius",2,12
"13.35",1220,3,2,"4",0,0,9,2,6,"no","cold","Dryocopus.martius",0,13
"14.35",1180,0,0,"0",3,1,8,3,7,"no","cold","Dryocopus.martius",0,14
"15.35",1275,3,2,"2",3,2,8,1,5,"yes","warm","Dryocopus.martius",0,15
"16.35",1315,2,2,"0",0,0,9,1,5,"yes","warm","Dryocopus.martius",0,16
"17.35",1275,4,2,"2",2,2,8,2,6,"no","cold","Dryocopus.martius",0,17
"18.35",1330,2,2,"1",1,3,6,2,7,"no","cold","Dryocopus.martius",0,18
"19.35",860,2,2,"1",1,3,8,2,5,"no","cold","Dryocopus.martius",0,19
"20.35",1285,3,2,"2",1,2,7,2,6,"no","warm","Dryocopus.martius",0,20
"21.35",1330,1,1,"1",1,4,8,1,6,"yes","warm","Dryocopus.martius",0,21
"22.35",885,4,2,"1",2,3,7,3,6,"no","cold","Dryocopus.martius",0,22
"23.35",1025,4,2,"2",0,0,4,1,5,"no","cold","Dryocopus.martius",0,23
"24.35",1095,4,2,"3",0,0,8,1,6,"no","cold","Dryocopus.martius",0,24
"25.35",1155,2,2,"2",1,2,6,2,4,"no","cold","Dryocopus.martius",0,25
"26.35",1190,3,2,"2",2,2,5,2,7,"no","cold","Dryocopus.martius",0,26
"27.35",1295,2,2,"0",2,4,6,2,6,"no","cold","Dryocopus.martius",0,27
"28.35",930,4,2,"4",1,0,6,2,8,"no","cold","Dryocopus.martius",0,28
"29.35",1000,3,2,"4",1,0,9,4,7,"no","cold","Dryocopus.martius",0,29
"30.35",1090,4,1,"2",3,4,9,3,5,"no","cold","Dryocopus.martius",0,30
"31.35",1180,2,2,"2",2,2,4,1,3,"no","cold","Dryocopus.martius",0,31
"32.35",1175,3,2,"4",3,0,8,2,4,"no","warm","Dryocopus.martius",0,32
"33.35",1170,4,2,"4",2,0,8,2,8,"no","warm","Dryocopus.martius",0,33
"34.35",1190,4,2,"4",3,0,9,2,9,"no","warm","Dryocopus.martius",0,34
"35.35",910,4,2,"4",0,0,7,2,8,"no","cold","Dryocopus.martius",0,35
"36.35",1050,4,3,"2",0,0,8,2,4,"no","cold","Dryocopus.martius",0,36
"37.35",1035,4,1,"3",3,2,9,3,4,"no","warm","Dryocopus.martius",0,37
"38.35",1010,2,1,"4",3,0,9,3,9,"no","warm","Dryocopus.martius",0,38
"39.35",1135,4,2,"4",3,0,9,3,9,"no","cold","Dryocopus.martius",0,39
"40.35",1190,4,2,"4",1,0,9,3,9,"no","warm","Dryocopus.martius",0,40
"41.35",910,4,2,"4",0,0,6,2,9,"no","warm","Dryocopus.martius",0,41
"42.35",1050,4,2,"3",0,0,9,2,7,"no","warm","Dryocopus.martius",0,42
"43.35",1045,1,2,"4",3,1,9,2,8,"no","warm","Dryocopus.martius",0,43
"1.36",860,4,3,"2",2,2,3,1,8,"no","cold","Turdus.viscivorus",0,1
"2.36",1010,4,3,"2",0,0,1,1,5,"yes","cold","Turdus.viscivorus",0,2
"3.36",1070,4,2,"2",2,2,4,1,8,"no","cold","Turdus.viscivorus",0,3
"4.36",1050,4,2,"2",2,2,3,1,9,"no","cold","Turdus.viscivorus",0,4
"5.36",1030,4,2,"2",2,2,6,1,7,"no","cold","Turdus.viscivorus",0,5
"6.36",880,4,1,"2",2,2,5,2,9,"yes","cold","Turdus.viscivorus",0,6
"7.36",1035,4,3,"2",2,0,1,1,6,"yes","cold","Turdus.viscivorus",0,7
"8.36",1130,4,2,"2",2,2,4,1,1,"no","cold","Turdus.viscivorus",0,8
"9.36",1090,2,2,"3",2,0,8,1,6,"no","cold","Turdus.viscivorus",0,9
"10.36",1105,2,2,"4",3,2,9,2,6,"no","cold","Turdus.viscivorus",1,10
"11.36",1240,4,1,"2",1,4,8,2,6,"yes","cold","Turdus.viscivorus",0,11
"12.36",1235,4,1,"2",3,2,9,3,7,"no","cold","Turdus.viscivorus",0,12
"13.36",1220,3,2,"4",0,0,9,2,6,"no","cold","Turdus.viscivorus",0,13
"14.36",1180,0,0,"0",3,1,8,3,7,"no","cold","Turdus.viscivorus",0,14
"15.36",1275,3,2,"2",3,2,8,1,5,"yes","warm","Turdus.viscivorus",0,15
"16.36",1315,2,2,"0",0,0,9,1,5,"yes","warm","Turdus.viscivorus",0,16
"17.36",1275,4,2,"2",2,2,8,2,6,"no","cold","Turdus.viscivorus",0,17
"18.36",1330,2,2,"1",1,3,6,2,7,"no","cold","Turdus.viscivorus",0,18
"19.36",860,2,2,"1",1,3,8,2,5,"no","cold","Turdus.viscivorus",0,19
"20.36",1285,3,2,"2",1,2,7,2,6,"no","warm","Turdus.viscivorus",0,20
"21.36",1330,1,1,"1",1,4,8,1,6,"yes","warm","Turdus.viscivorus",0,21
